season,hitterTeam,ballpark,distance,speedOffBat,elevationAngle,horizAngle,apex
2006,LAA,Angel Stadium,413,100.6,28.9,96.2,92
2006,LAA,Angel Stadium,395,98.1,27.7,95.6,81
2006,LAA,Angel Stadium,379,100.1,27.3,111.8,71
2006,OAK,Angel Stadium,371,104.5,25,123.5,60
2006,OAK,Angel Stadium,410,101.1,26.6,89,88
2006,LAA,Angel Stadium,409,102.5,27.9,78.4,91
2006,OAK,Angel Stadium,398,99.8,28.7,100.2,92
2006,LAA,Angel Stadium,372,100.1,31.7,58.4,90
2006,LAA,Angel Stadium,255,84.9,22.5,58.8,34
2006,LAA,Angel Stadium,394,101.1,23.2,93.4,71
2006,TEX,Angel Stadium,417,106.3,29.3,73.9,108
2006,LAA,Angel Stadium,408,102.1,25.3,85.2,85
2006,TEX,Angel Stadium,387,101.1,27.8,107.3,84
2006,LAA,Angel Stadium,407,105.2,22.4,97.2,69
2006,TEX,Angel Stadium,388,103.8,28.4,64.1,85
2006,LAA,Angel Stadium,423,107.6,23.4,99.7,73
2006,LAA,Angel Stadium,399,105.1,32.2,122.5,101
2006,LAA,Angel Stadium,383,96.8,32,75.2,96
2006,LAA,Angel Stadium,386,103.2,29.1,124.6,77
2006,LAA,Angel Stadium,444,108.4,26.1,98.6,95
2006,TOR,Angel Stadium,410,102.4,27.6,100.2,90
2006,LAA,Angel Stadium,432,106.2,24.7,85.7,85
2006,LAA,Angel Stadium,395,104.3,38.2,114,141
2006,LAA,Angel Stadium,395,109.5,18.8,97.9,51
2006,BAL,Angel Stadium,393,102.1,26.8,106.4,81
2006,BAL,Angel Stadium,384,98,29.9,78.3,96
2006,BAL,Angel Stadium,370,101.1,27.8,61.3,74
2006,LAA,Angel Stadium,386,96.7,32.1,77.6,98
2006,NYY,Angel Stadium,418,102.8,30.6,80.2,109
2006,NYY,Angel Stadium,396,101.9,24,97.9,70
2006,NYY,Angel Stadium,383,99.2,27.7,74.1,79
2006,NYY,Angel Stadium,383,100,28.2,109.7,80
2006,NYY,Angel Stadium,427,109,27,71.7,93
2006,LAA,Angel Stadium,396,101.3,26.8,101.8,85
2006,LAA,Angel Stadium,373,99.3,29.3,67.6,85
2006,BOS,Angel Stadium,431,113.6,25.9,63.7,83
2006,BOS,Angel Stadium,397,98.2,29.2,99.5,86
2006,BOS,Angel Stadium,375,97.6,38.3,113.2,123
2006,LAA,Angel Stadium,400,97.5,35.7,99.6,117
2006,SEA,Angel Stadium,408,101.6,24.9,90,73
2006,SEA,Angel Stadium,411,103.7,23.8,85.7,70
2006,LAA,Angel Stadium,382,95.7,37.4,78.9,121
2006,LAA,Angel Stadium,402,98.2,29.7,90.8,95
2006,LAA,Angel Stadium,405,104.8,27.7,113.2,80
2006,LAA,Angel Stadium,339,95.6,28.7,52.6,64
2006,LAA,Angel Stadium,387,105.1,27.8,121.5,78
2006,LAA,Angel Stadium,380,102.2,24.7,107.3,68
2006,LAA,Angel Stadium,388,107.4,25.9,51.5,65
2006,TEX,Angel Stadium,363,95.3,36.4,120.4,101
2006,LAA,Angel Stadium,471,117.1,20.8,95.7,77
2006,TEX,Angel Stadium,426,105.5,27.7,80.2,100
2006,LAA,Angel Stadium,409,106.3,32.3,113.1,115
2006,OAK,Angel Stadium,403,104.7,23.6,100.7,73
2006,LAA,Angel Stadium,408,102.6,25.4,98.8,74
2006,OAK,Angel Stadium,408,99.6,31.9,102.7,101
2006,OAK,Angel Stadium,395,98.2,31.4,74.2,93
2006,LAA,Angel Stadium,403,101.1,26,97.6,78
2006,CLE,Angel Stadium,403,101.4,28.6,74.8,88
2006,CLE,Angel Stadium,0,0,0,0,0
2006,LAA,Angel Stadium,440,105.6,28.1,98.3,95
2006,LAA,Angel Stadium,401,98,32.6,101.4,101
2006,LAA,Angel Stadium,405,103.1,25.9,100.7,85
2006,CLE,Angel Stadium,388,99.7,27.8,77.9,88
2006,LAA,Angel Stadium,377,104.4,27,56.9,72
2006,CLE,Angel Stadium,368,98.9,32.4,113.7,101
2006,LAA,Angel Stadium,405,105.6,29.4,113.3,96
2006,LAA,Angel Stadium,401,102,24.1,84.1,75
2006,LAA,Angel Stadium,416,108,23.9,105.7,71
2006,LAA,Angel Stadium,351,95.3,31.1,54.1,74
2006,LAA,Angel Stadium,383,99.1,25.9,80.2,79
2006,LAA,Angel Stadium,363,108.4,22,125.7,51
2006,LAD,Angel Stadium,410,99.3,29.2,89.1,92
2006,COL,Angel Stadium,393,102,22.7,95.9,68
2006,LAA,Angel Stadium,382,104,24.6,111,67
2006,COL,Angel Stadium,404,100.9,28.5,83.8,100
2006,COL,Angel Stadium,380,101.7,28.2,66,82
2006,SD,Angel Stadium,401,98.1,30.9,91.1,102
2006,SD,Angel Stadium,397,102.6,25.3,76.3,73
2006,LAA,Angel Stadium,397,97.9,35.5,74.8,114
2006,LAA,Angel Stadium,342,93.9,30.7,126.4,70
2006,LAA,Angel Stadium,418,103,28.9,91.4,111
2006,SD,Angel Stadium,409,105.5,30.8,73.2,115
2006,LAA,Angel Stadium,397,101.9,24.6,81.6,77
2006,LAA,Angel Stadium,471,114,28.6,100.5,125
2006,KC,Angel Stadium,408,104.4,25.8,101.5,88
2006,LAA,Angel Stadium,399,101.6,27.2,105.3,80
2006,KC,Angel Stadium,407,106.8,21.9,81,68
2006,SEA,Angel Stadium,404,106.4,28.5,62.7,86
2006,SEA,Angel Stadium,392,100.5,28.1,75.4,86
2006,SEA,Angel Stadium,403,101.6,24.1,91.1,79
2006,LAA,Angel Stadium,401,106,31.7,111.2,117
2006,SEA,Angel Stadium,389,101.1,25.4,78.5,77
2006,SEA,Angel Stadium,387,104.5,23.1,75.1,65
2006,LAA,Angel Stadium,380,102.3,32.6,114.8,109
2006,SEA,Angel Stadium,395,96.7,33.2,98.1,105
2006,MIN,Angel Stadium,413,103,24.7,91.6,85
2006,MIN,Angel Stadium,408,107,19.4,89.4,60
2006,LAA,Angel Stadium,390,105.4,26.6,116.6,76
2006,MIN,Angel Stadium,358,103.9,24.4,130.8,54
2006,LAA,Angel Stadium,403,101.8,25.5,84.4,88
2006,LAA,Angel Stadium,398,107.4,26.2,115,79
2006,LAA,Angel Stadium,383,103.8,30.8,117.8,99
2006,LAA,Angel Stadium,399,106,29.9,64.9,100
2006,LAA,Angel Stadium,295,99.2,19.6,52.5,35
2006,LAA,Angel Stadium,403,101.6,26.2,85.5,93
2006,TOR,Angel Stadium,351,98.8,27.6,58.7,70
2006,LAA,Angel Stadium,407,103.5,28.1,99.6,105
2006,LAA,Angel Stadium,395,100.5,30.9,72.9,99
2006,SEA,Angel Stadium,395,106.9,23.7,70.2,64
2006,SEA,Angel Stadium,392,102.7,31.1,117.4,94
2006,SEA,Angel Stadium,380,102.6,26.5,65.3,70
2006,SEA,Angel Stadium,372,99,32,119.4,90
2006,LAA,Angel Stadium,424,109.3,28,115.2,90
2006,SEA,Angel Stadium,402,99.3,32.6,82,111
2006,SEA,Angel Stadium,399,101.6,26.6,103,80
2006,SEA,Angel Stadium,394,100.9,24.1,95.9,70
2006,SEA,Angel Stadium,395,96.4,31.8,93.4,99
2006,SEA,Angel Stadium,393,96.8,29.9,96.1,89
2006,LAA,Angel Stadium,389,108.8,22.5,113.4,56
2006,LAA,Angel Stadium,360,97,39.1,121.7,118
2006,OAK,Angel Stadium,435,111,24.2,76.5,83
2006,LAA,Angel Stadium,397,107.1,19.2,94.7,55
2006,OAK,Angel Stadium,368,99.7,34.6,111.5,118
2006,LAA,Angel Stadium,394,104.1,29.3,113,94
2006,CHW,Angel Stadium,417,105.2,23.1,86.1,70
2006,CHW,Angel Stadium,435,106.1,24.8,91.7,85
2006,LAA,Angel Stadium,0,0,0,0,0
2006,LAA,Angel Stadium,363,101.9,32.3,117.8,107
2006,DET,Angel Stadium,404,101.9,27.2,97.1,97
2006,LAA,Angel Stadium,399,102.1,33.6,115.8,106
2006,TEX,Angel Stadium,404,103.5,27.7,71.6,83
2006,TEX,Angel Stadium,376,100.8,37.9,117,128
2006,TEX,Angel Stadium,379,100.2,31.1,73.1,106
2006,TEX,Angel Stadium,354,101.7,25.3,57.6,61
2006,TEX,Angel Stadium,389,99.3,28.4,75.2,82
2006,NYY,Angel Stadium,416,103.4,26.7,88.3,102
2006,NYY,Angel Stadium,403,108.6,23,73.2,69
2006,NYY,Angel Stadium,394,110,22.2,68.8,61
2006,NYY,Angel Stadium,405,111.5,23.8,61.3,64
2006,NYY,Angel Stadium,398,103.5,23.4,99.6,67
2006,LAA,Angel Stadium,362,99.8,28,114.4,81
2007,LAA,Angel Stadium,407,101.5,28,80.8,92
2007,LAA,Angel Stadium,378,98,33.6,72.7,109
2007,SEA,Angel Stadium,400,100.7,28.1,80.7,93
2007,LAA,Angel Stadium,415,103.1,31.4,98.3,119
2007,SEA,Angel Stadium,414,106.5,21.6,85,67
2007,LAA,Angel Stadium,428,107.3,34.4,111.2,129
2007,TB,Angel Stadium,398,103.1,22.4,94,62
2007,CLE,Angel Stadium,410,106.4,28.2,117.3,81
2007,CLE,Angel Stadium,396,99.3,30.9,81.9,106
2007,CLE,Angel Stadium,399,107.9,22.7,106.7,64
2007,LAA,Angel Stadium,378,102.2,27.7,61.8,75
2007,OAK,Angel Stadium,442,109.4,24.7,100.2,82
2007,OAK,Angel Stadium,358,103.9,24.5,128.8,55
2007,LAA,Angel Stadium,425,107.9,21.7,93.9,69
2007,LAA,Angel Stadium,421,110.4,24.7,69.5,75
2007,OAK,Angel Stadium,370,102.1,26.8,122.4,65
2007,LAA,Angel Stadium,424,113.1,20.8,77.8,61
2007,LAA,Angel Stadium,423,105.5,23.4,87.3,72
2007,OAK,Angel Stadium,414,102,25.8,91.4,81
2007,OAK,Angel Stadium,397,104.8,28.7,120.3,81
2007,LAA,Angel Stadium,387,100.7,28.7,110.6,83
2007,LAA,Angel Stadium,428,109.2,24.8,105.7,77
2007,TEX,Angel Stadium,399,103.6,25.3,74.7,74
2007,TEX,Angel Stadium,382,98.2,31.7,109.1,96
2007,TEX,Angel Stadium,370,104.8,25.3,127.7,61
2007,LAA,Angel Stadium,424,106.6,29.4,68.2,94
2007,TEX,Angel Stadium,392,100.9,36.9,109.9,129
2007,LAA,Angel Stadium,0,0,0,0,0
2007,TEX,Angel Stadium,0,0,0,0,0
2007,LAA,Angel Stadium,394,100.4,26.8,79.7,84
2007,TOR,Angel Stadium,420,102.7,29.1,94,106
2007,LAA,Angel Stadium,425,102.1,30.8,90.7,111
2007,LAA,Angel Stadium,402,100.2,28.3,80.2,88
2007,NYY,Angel Stadium,412,100.9,28.8,90.1,101
2007,LAA,Angel Stadium,404,102.9,26.3,101.3,85
2007,NYY,Angel Stadium,412,107.2,31.6,64.4,110
2007,NYY,Angel Stadium,408,107.2,25.6,110.6,77
2007,LAA,Angel Stadium,408,105.6,28.7,67.1,90
2007,NYY,Angel Stadium,396,99.9,27.5,80.6,86
2007,LAA,Angel Stadium,389,101.5,26.5,73.5,77
2007,NYY,Angel Stadium,395,114.9,19.8,111.6,50
2007,NYY,Angel Stadium,372,96.7,34.5,75.7,114
2007,LAA,Angel Stadium,421,105.1,27.8,105.2,90
2007,LAA,Angel Stadium,357,96,37.9,62,114
2007,LAA,Angel Stadium,392,99.2,28.7,78.5,89
2007,LAA,Angel Stadium,0,0,0,0,0
2007,BOS,Angel Stadium,380,99.3,30.6,111.6,92
2007,LAA,Angel Stadium,429,105,25.8,84.7,86
2007,BOS,Angel Stadium,418,107.9,31.9,117.6,108
2007,BOS,Angel Stadium,390,102.6,27.8,112.9,79
2007,LAA,Angel Stadium,370,100.8,28.6,59.1,75
2007,DET,Angel Stadium,437,104.7,28.7,96.4,100
2007,LAA,Angel Stadium,387,110.8,22.2,119.2,54
2007,LAA,Angel Stadium,385,97,33.2,74.7,104
2007,DET,Angel Stadium,397,99.2,26.3,92.9,79
2007,DET,Angel Stadium,396,99.7,25.7,94.4,77
2007,OAK,Angel Stadium,425,103.3,27.5,84.8,93
2007,OAK,Angel Stadium,414,107.1,22.9,100,70
2007,LAA,Angel Stadium,397,99,30.5,81,100
2007,OAK,Angel Stadium,388,100.8,30.4,112.5,91
2007,OAK,Angel Stadium,387,103,31.2,121.3,92
2007,OAK,Angel Stadium,367,98.5,29.9,119.3,78
2007,TEX,Angel Stadium,393,103.6,26.5,68,72
2007,KC,Angel Stadium,437,109.4,24.1,100,79
2007,KC,Angel Stadium,410,103.3,31,71.1,103
2007,KC,Angel Stadium,410,104.1,24.2,97.9,73
2007,LAA,Angel Stadium,408,105.8,22.6,81.5,69
2007,LAA,Angel Stadium,380,103.1,26.9,118.2,71
2007,PIT,Angel Stadium,401,104.3,29.8,115.6,91
2007,LAA,Angel Stadium,395,108.6,23.8,114.7,64
2007,LAA,Angel Stadium,443,112.7,24.1,106,78
2007,LAA,Angel Stadium,398,100.9,27.4,103.9,82
2007,HOU,Angel Stadium,376,95.3,34,73.5,101
2007,HOU,Angel Stadium,404,101.8,24.3,87.3,75
2007,HOU,Angel Stadium,391,102.2,25.8,74.4,74
2007,HOU,Angel Stadium,411,103.4,28.5,76,94
2007,HOU,Angel Stadium,389,98.8,35.2,73.9,118
2007,LAA,Angel Stadium,402,103.7,25.6,105.4,71
2007,MIN,Angel Stadium,396,97.6,33.7,74.9,105
2007,MIN,Angel Stadium,395,102.3,29.5,116.9,82
2007,MIN,Angel Stadium,378,100.1,29.1,118.6,75
2007,LAA,Angel Stadium,411,104.3,23.6,83.3,74
2007,MIN,Angel Stadium,406,105.4,26.9,70.3,83
2007,LAA,Angel Stadium,415,104.5,26.5,78,87
2007,LAA,Angel Stadium,400,102.7,29.8,109.5,95
2007,LAA,Angel Stadium,399,100.8,27.5,80,88
2007,LAA,Angel Stadium,396,101.1,25.9,80,79
2007,MIN,Angel Stadium,396,97.6,33.4,97.4,110
2007,BAL,Angel Stadium,402,100.1,27.8,98.7,86
2007,LAA,Angel Stadium,397,99.5,30.8,103.1,99
2007,BAL,Angel Stadium,406,102.8,27.2,103.4,85
2007,LAA,Angel Stadium,391,99.1,27.8,78,81
2007,BAL,Angel Stadium,384,101.3,27.3,110.2,77
2007,LAA,Angel Stadium,435,106.3,24.6,91.6,85
2007,LAA,Angel Stadium,411,102.5,24.8,88.1,78
2007,LAA,Angel Stadium,392,99.1,28.4,79.2,86
2007,LAA,Angel Stadium,366,98.2,34.6,119.4,102
2007,SEA,Angel Stadium,436,106.6,31.7,102.4,121
2007,SEA,Angel Stadium,432,105.1,25.9,86.9,88
2007,SEA,Angel Stadium,408,101.7,29.8,102.7,98
2007,SEA,Angel Stadium,395,101.7,26.6,75,78
2007,LAD,Angel Stadium,409,103.2,26.8,102.3,84
2007,LAA,Angel Stadium,373,98.7,29.1,112.3,81
2007,LAA,Angel Stadium,398,104,20.7,91.8,61
2007,LAA,Angel Stadium,419,107.2,24.6,76.3,75
2007,LAA,Angel Stadium,384,101.7,25.8,72.4,71
2007,CLE,Angel Stadium,394,99.2,26.8,97.2,81
2007,CHW,Angel Stadium,382,101.2,28.3,66,79
2007,LAA,Angel Stadium,346,94.7,37.1,119.8,107
2007,TB,Angel Stadium,403,99.6,32.3,85.5,115
2007,LAA,Angel Stadium,398,99.6,30.9,103.6,99
2007,DET,Angel Stadium,406,107.4,25.3,110.7,75
2007,DET,Angel Stadium,402,99.6,29.9,92.8,105
2007,DET,Angel Stadium,391,102.9,24.5,75.7,68
2007,LAA,Angel Stadium,378,101.5,30.2,61.3,87
2007,SEA,Angel Stadium,0,0,0,0,0
2007,LAA,Angel Stadium,400,104.7,23.5,101.7,67
2007,SEA,Angel Stadium,397,104.8,28,65.5,84
2007,LAA,Angel Stadium,407,101.3,27.9,84.8,97
2007,LAA,Angel Stadium,406,105.7,29.4,112.5,97
2007,LAA,Angel Stadium,458,115.2,22.6,101.2,78
2007,LAA,Angel Stadium,390,103.9,24.8,107.9,68
2007,LAA,Angel Stadium,416,103.7,24.1,87.8,77
2007,LAA,Angel Stadium,414,101.9,26.2,87.5,85
2007,OAK,Angel Stadium,409,104.6,22.7,84.7,70
2007,LAA,Angel Stadium,434,113.5,19.3,94.7,61
2007,TEX,Angel Stadium,401,100.5,28.5,100.8,90
2007,LAA,Angel Stadium,407,99.9,28,88.4,91
2007,TEX,Angel Stadium,404,103.7,22.6,93.8,67
2008,LAA,Angel Stadium,439,105.1,31,95.9,118
2008,TEX,Angel Stadium,435,106.9,27.9,77.7,98
2008,TEX,Angel Stadium,414,103.9,26.9,102.3,87
2008,TEX,Angel Stadium,415,105.2,25.4,101.5,80
2008,TEX,Angel Stadium,377,106.3,25,55.9,62
2008,LAA,Angel Stadium,432,104.9,26.4,92.8,93
2008,LAA,Angel Stadium,408,101.2,27.2,96.7,87
2008,LAA,Angel Stadium,399,108.4,23.3,110.2,65
2008,SEA,Angel Stadium,393,104.5,26.6,64.8,74
2008,NYY,Angel Stadium,416,104.7,25.3,80.4,82
2008,NYY,Angel Stadium,399,101.5,28.1,76.6,90
2008,NYY,Angel Stadium,389,101.7,26,74.6,75
2008,LAA,Angel Stadium,436,111.5,28.5,112.4,102
2008,LAA,Angel Stadium,413,107.5,25.3,108.6,76
2008,LAA,Angel Stadium,400,101.9,28.6,104.3,94
2008,LAA,Angel Stadium,383,108.7,24.5,126,62
2008,TEX,Angel Stadium,435,103.9,29.4,86.2,105
2008,TEX,Angel Stadium,416,100.6,30,91.5,102
2008,LAA,Angel Stadium,415,103.2,32.5,112.8,103
2008,LAA,Angel Stadium,372,99.2,34.4,61.5,105
2008,TEX,Angel Stadium,413,110.3,21.2,101.3,59
2008,TEX,Angel Stadium,412,102.6,27.4,101.2,84
2008,LAA,Angel Stadium,379,107.5,24,56.4,59
2008,OAK,Angel Stadium,404,106.4,21.3,97.4,62
2008,OAK,Angel Stadium,406,105,22.1,95.5,66
2008,LAA,Angel Stadium,416,104.7,28.6,75.8,99
2008,OAK,Angel Stadium,383,105.1,25.3,62.9,67
2008,LAA,Angel Stadium,414,100.3,28.4,92.9,89
2008,MIN,Angel Stadium,394,103.1,27.6,66,76
2008,MIN,Angel Stadium,419,106.1,29.7,69.2,99
2008,LAA,Angel Stadium,350,106.5,21.7,52.8,47
2008,MIN,Angel Stadium,425,106.7,22.9,85.9,72
2008,MIN,Angel Stadium,403,102.8,24.2,82.3,72
2008,LAA,Angel Stadium,407,99.2,31.1,96.1,104
2008,SEA,Angel Stadium,419,102.1,28.3,89.5,100
2008,LAA,Angel Stadium,416,102.4,27.3,95.3,93
2008,LAA,Angel Stadium,415,104.6,25.8,101.2,83
2008,SEA,Angel Stadium,394,102.2,26.4,74,78
2008,LAA,Angel Stadium,431,114.6,25.7,121.4,77
2008,LAA,Angel Stadium,376,100.1,34.7,63.6,112
2008,LAA,Angel Stadium,372,100,37,115,124
2008,NYY,Angel Stadium,467,115.5,21.4,94.9,74
2008,LAA,Angel Stadium,455,108.2,27.2,83.9,100
2008,LAA,Angel Stadium,409,110.7,21.7,73.9,60
2008,LAA,Angel Stadium,404,99.8,29.3,79.3,92
2008,NYY,Angel Stadium,400,110.5,24.7,55.5,65
2008,LAA,Angel Stadium,372,97,33.6,118.7,92
2008,LAA,Angel Stadium,441,110.1,24.9,102,86
2008,NYY,Angel Stadium,432,108.8,29.2,113.2,96
2008,NYY,Angel Stadium,357,114.3,18.6,129.6,40
2008,LAA,Angel Stadium,442,110.3,30.5,116,103
2008,BAL,Angel Stadium,416,102.7,26.5,97.3,83
2008,LAA,Angel Stadium,409,101.4,26.7,97.2,81
2008,BAL,Angel Stadium,402,100.5,30.9,73.6,99
2008,BAL,Angel Stadium,420,109,28.3,63.3,90
2008,LAA,Angel Stadium,415,105.9,21.9,85.9,67
2008,LAA,Angel Stadium,436,108.5,25.8,103.5,84
2008,CLE,Angel Stadium,393,107.2,23.2,110.3,61
2008,CLE,Angel Stadium,376,101.7,38.5,61.1,132
2008,LAA,Angel Stadium,389,103.2,26.1,110.3,73
2008,CLE,Angel Stadium,383,100.3,36.8,71.5,131
2008,CLE,Angel Stadium,415,102.5,27.5,96.9,92
2008,CLE,Angel Stadium,411,106.2,26.7,110.8,79
2008,LAA,Angel Stadium,408,101.5,26,85.8,84
2008,CLE,Angel Stadium,400,103.3,28,110.1,83
2008,LAA,Angel Stadium,414,106.7,34.6,118.7,121
2008,LAA,Angel Stadium,403,103.4,27.2,108.2,80
2008,BOS,Angel Stadium,418,102.3,26.3,93.2,82
2008,LAA,Angel Stadium,408,105.2,26.8,110.1,79
2008,BOS,Angel Stadium,419,105.4,25.9,77.5,84
2008,BOS,Angel Stadium,412,106.7,31.4,120.2,100
2008,LAA,Angel Stadium,393,101.5,32.8,69.7,111
2008,LAA,Angel Stadium,406,99.4,30.1,98.2,96
2008,TOR,Angel Stadium,376,99,38.7,115.6,128
2008,LAA,Angel Stadium,425,107.6,21.4,89.2,67
2008,TOR,Angel Stadium,423,108.3,22.5,98,67
2008,LAA,Angel Stadium,385,100.1,35.1,70.9,121
2008,LAA,Angel Stadium,383,98.2,30.6,72,91
2008,LAA,Angel Stadium,426,108.5,29.5,114.8,98
2008,LAA,Angel Stadium,402,101.7,26.1,80.9,82
2008,OAK,Angel Stadium,393,101.7,30.7,108.9,101
2008,LAA,Angel Stadium,383,100.2,31.6,71.6,105
2008,LAA,Angel Stadium,407,102.3,35,102.4,132
2008,NYM,Angel Stadium,429,113.3,18.7,86.3,56
2008,NYM,Angel Stadium,391,106.2,25.5,118.1,67
2008,LAA,Angel Stadium,408,104.3,25.5,102.9,78
2008,NYM,Angel Stadium,412,101.2,27.8,84.9,92
2008,NYM,Angel Stadium,398,101.4,23.9,94.4,71
2008,LAA,Angel Stadium,351,98,28.2,55.5,67
2008,ATL,Angel Stadium,406,103.6,23.9,82.2,78
2008,ATL,Angel Stadium,397,101.4,30.4,81.2,114
2008,LAA,Angel Stadium,419,112.7,21.4,104.7,62
2008,LAA,Angel Stadium,408,103.3,31.4,114.4,97
2008,LAA,Angel Stadium,381,107.2,23.2,117,57
2008,LAA,Angel Stadium,433,105.4,27.6,97,100
2008,TB,Angel Stadium,409,100.2,29.7,84.4,99
2008,LAA,Angel Stadium,392,107.7,25.3,59.8,68
2008,TB,Angel Stadium,432,109.6,29.1,114.8,95
2008,LAA,Angel Stadium,420,103.7,28.7,98.9,102
2008,TB,Angel Stadium,397,101.5,28.4,107.6,84
2008,TB,Angel Stadium,391,106.6,24.9,116.3,65
2008,TB,Angel Stadium,386,110.3,22.2,118.1,55
2008,LAA,Angel Stadium,430,107.1,28,108.3,88
2008,TOR,Angel Stadium,393,99.7,30.5,109.4,89
2008,LAA,Angel Stadium,425,104.7,24.7,90.8,84
2008,TOR,Angel Stadium,401,99.7,32.1,100.1,110
2008,TOR,Angel Stadium,414,106.9,31.4,60.3,100
2008,TOR,Angel Stadium,363,107.3,22.5,54.1,51
2008,DET,Angel Stadium,417,104.2,24,87.1,76
2008,LAA,Angel Stadium,393,98.6,31.1,76.8,98
2008,DET,Angel Stadium,390,101.2,33.4,116.9,103
2008,DET,Angel Stadium,399,101.3,27.8,103.9,86
2008,LAA,Angel Stadium,420,111.2,25.2,117.9,70
2008,LAA,Angel Stadium,404,102,29,110,83
2008,LAD,Angel Stadium,383,98.4,30.5,67.9,84
2008,LAD,Angel Stadium,407,107,23.8,74.7,68
2008,CHW,Angel Stadium,409,101.1,28.9,84.3,100
2008,CHW,Angel Stadium,400,105.3,20.9,95.2,61
2008,LAA,Angel Stadium,416,103.9,29.9,101.9,107
2008,LAA,Angel Stadium,419,100.8,30.4,95.7,101
2008,LAA,Angel Stadium,418,105.7,30.2,115.3,93
2008,LAA,Angel Stadium,418,104.6,23.3,88.3,71
2008,BAL,Angel Stadium,402,102.7,24,96.9,68
2008,BAL,Angel Stadium,394,100.8,36.5,116.9,117
2008,BAL,Angel Stadium,410,105.1,22.1,94.3,68
2008,LAA,Angel Stadium,411,106.7,29.8,115.8,97
2008,OAK,Angel Stadium,407,103.9,23.3,84.1,71
2008,LAA,Angel Stadium,403,104,23.3,82.2,70
2008,OAK,Angel Stadium,417,104.4,23.8,85.9,78
2008,LAA,Angel Stadium,404,100.1,30.9,95.9,109
2008,OAK,Angel Stadium,402,103.7,22.4,95.2,67
2008,OAK,Angel Stadium,389,103.8,26.1,67.8,73
2008,SEA,Angel Stadium,375,100.9,28.4,118.6,75
2008,SEA,Angel Stadium,387,101.6,28.4,110.7,85
2008,SEA,Angel Stadium,424,104.1,31.1,102,111
2008,SEA,Angel Stadium,378,101.7,28.7,120.3,76
2008,LAA,Angel Stadium,451,110.9,24.1,98.5,81
2008,CLE,Angel Stadium,435,108.4,23.3,84.2,74
2008,LAA,Angel Stadium,423,105.7,28.9,104.9,101
2008,CLE,Angel Stadium,400,102.4,35.3,115.4,118
2008,LAA,Angel Stadium,389,99.6,36,67.7,117
2008,LAA,Angel Stadium,383,97.8,37,71.4,121
2008,LAA,Angel Stadium,435,105.5,27,91.9,100
2008,CLE,Angel Stadium,434,110.7,29.1,66.3,102
2008,LAA,Angel Stadium,408,108.6,30.9,116.6,109
2008,CLE,Angel Stadium,398,102.6,29.9,101,112
2008,LAA,Angel Stadium,389,107,24.6,114.8,69
2008,TEX,Angel Stadium,459,109.9,26,95.9,96
2008,LAA,Angel Stadium,430,104.8,26.5,92.2,97
2008,TEX,Angel Stadium,429,108.6,26.8,71.5,86
2008,LAA,Angel Stadium,416,101.5,30.9,80.1,105
2008,TEX,Angel Stadium,403,100.9,29.5,103.6,94
2008,TEX,Angel Stadium,401,101.6,26.4,78.7,79
2008,TEX,Angel Stadium,415,107.7,22,81.6,68
2009,LAA,Angel Stadium,403,101.9,26.6,100.6,84
2009,TEX,Angel Stadium,399,108.6,24.6,63.9,68
2009,TEX,Angel Stadium,416,108.2,28.1,64.4,89
2009,LAA,Angel Stadium,379,99.4,36.8,72.9,130
2009,LAA,Angel Stadium,409,101.1,27.1,93.1,90
2009,LAA,Angel Stadium,429,108.2,30.2,68.3,105
2009,LAA,Angel Stadium,425,106.7,27.5,107.3,89
2009,LAA,Angel Stadium,444,113.7,25.9,112.8,85
2009,LAA,Angel Stadium,423,107,26.2,74.5,82
2009,OAK,Angel Stadium,410,108.5,24.2,109.6,70
2009,OAK,Angel Stadium,399,113,21.7,116.4,56
2009,OAK,Angel Stadium,388,103.5,26.9,115.2,73
2009,NYY,Angel Stadium,445,110,26.7,76.4,95
2009,NYY,Angel Stadium,436,104.9,29.7,92.2,114
2009,NYY,Angel Stadium,381,103.3,38.5,71.1,149
2009,LAA,Angel Stadium,347,94.2,35.1,58.5,94
2009,NYY,Angel Stadium,442,111.7,30.7,110.5,121
2009,LAA,Angel Stadium,430,107.2,28.4,74.7,100
2009,NYY,Angel Stadium,424,105.2,23.9,91.4,80
2009,LAA,Angel Stadium,415,110.8,23.5,109.6,70
2009,CHW,Angel Stadium,414,102.7,27.3,100.5,85
2009,CHW,Angel Stadium,372,96.2,37,69.4,116
2009,CHW,Angel Stadium,381,101.9,29.3,119.1,83
2009,LAA,Angel Stadium,449,108.4,29.9,99.5,118
2009,LAA,Angel Stadium,439,106.8,25.5,94,92
2009,SEA,Angel Stadium,413,101.6,29.1,98.3,98
2009,SEA,Angel Stadium,387,101.5,30,115.4,88
2009,SEA,Angel Stadium,413,106.2,21.6,94.5,67
2009,SEA,Angel Stadium,405,101.3,26.1,84.4,84
2009,LAA,Angel Stadium,433,110.7,20.6,85.5,65
2009,LAA,Angel Stadium,405,100.8,28.2,79.3,88
2009,LAA,Angel Stadium,363,102,25.9,58.1,63
2009,OAK,Angel Stadium,412,104.7,22.7,94.1,69
2009,LAA,Angel Stadium,410,102.3,26.3,97.3,85
2009,LAA,Angel Stadium,400,100.6,26.5,81.6,82
2009,OAK,Angel Stadium,435,109.1,22,85.9,73
